Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
R-Deref-Box-Id,,,,1,unclassified
R-ProjPair-Left,,,,1,unclassified
R-ProjPair-Right,,,,1,unclassified
R-ProjSum-Left,,,,1,unclassified
R-ProjSum-Right,,,,1,unclassified
Ramana,,,,1,unclassified
Rastogi,,,,1,unclassified
reborrowed,,,,1,unclassified
Regehr,,,,1,unclassified
region-centric,,,,1,unclassified
remanining,,,,1,unclassified
Reorg-End,,,,1,unclassified
Reorg-End-Abs,,,,1,unclassified
Reorg-End-Shared-Loan,,,,1,unclassified
Reorg-Preserves-HLPL+-Rel,,,,1,unclassified
Reorg-Preserves-LLBC+-Rel,,,,1,unclassified
Reorg-Preserves-PL-HLPL-Rel,,,,1,unclassified
Reorg-SymbolicBox,,,,1,unclassified
Reorg-SymbolicPair,,,,1,unclassified
rewritings,,,,1,unclassified
right-values,,,,1,unclassified
run-time,,,,1,unclassified
Rust-like,,,,1,unclassified
rust_microsoft_c,,,,1,unclassified
RustBelt's,,,,1,unclassified
RustHorn-Belt,,,,1,unclassified
Rvalue-Preserves-HLPL+-Rel,,,,1,unclassified
Rvalue-Preserves-LLBC+-Rel,,,,1,unclassified
Rvalue-Preserves-PL-HLPL-Rel,,,,1,unclassified
Sandrine,,,,1,unclassified
Sanjoy,,,,1,unclassified
Schwerhoff,,,,1,unclassified
Science-ASIAN,,,,1,unclassified
semi-explicit,,,,1,unclassified
SOFTWARE_MEMORY_SAFETY.PDF,,,,1,unclassified
Springer-Verlag,,,,1,unclassified
state-with-holes,,,,1,unclassified
sub-blocks,,,,1,unclassified
sub-case,,,,1,unclassified
sub-value,,,,1,unclassified
sub-values,,,,1,unclassified
Subasinghe,,,,1,unclassified
subcases,,,,1,unclassified
symbolically-checked,,,,1,unclassified
TACAS,,,,1,unclassified
Tarmo,,,,1,unclassified
ToAbs-Empty,,,,1,unclassified
ToAbs-SharedBorrow,,,,1,unclassified
Trace-based,,,,1,unclassified
Tsukada,,,,1,unclassified
type-checking,,,,1,unclassified
udpated,,,,1,unclassified
use-case,,,,1,unclassified
user-defined,,,,1,unclassified
value(s,,,,1,unclassified
value-passing,,,,1,unclassified
VMCAI,,,,1,unclassified
Vytautas,,,,1,unclassified
W-Deref-Box,,,,1,unclassified
W-Deref-Box-Id,,,,1,unclassified
W-Deref-Ptr-SharedLoan,,,,1,unclassified
W-ProjPair-Left,,,,1,unclassified
W-ProjPair-Right,,,,1,unclassified
W-ProjSum-Left,,,,1,unclassified
W-ProjSum-Right,,,,1,unclassified
Wies,,,,1,unclassified
workarounds,,,,1,unclassified
Yoonseung,,,,1,unclassified
Zhou,,,,1,unclassified
